X,Y,FID,HANDLER_ID,SITE_NAME,LOC_STR_NO,LOC_ADDR_1,LOC_ADDR_2,LOC_CITY,LOC_COUNTY,LOC_ZIP,CONTACT_NA,CONTACT_PH,GENERATOR,TRANSPORTE,TREATER,STORER,LAND_UNIT,HSWA_PERMI,LAT,LONG,HCS_CODE,HCS_REF,HCS_RES
-8882683.9987,4258660.9862,1802,NCD981015175,PLASTICS COLOR CORP OF NC,1134,HWY 49 S, ,ASHEBORO,RANDOLPH,27203,ROBERT  LACKAYE,3366299184,SQG,N, , , , ,35.694463,-79.794508,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8607212.1188,4125307.7033,1803,NCR000141143,NCDSCA 067-0005 (VILLAGE CLEANERS),175,"FREEDOM WAY, STE 100", ,MIDWAY PARK,ONSLOW,285441428,SCOTT B STUPAK,919-508-8576,SQG,N, , , , ,34.715663,-77.319902,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8841905.7768,4310212.5092,1804,NCD982094864,MAPLE AVE CLEANERS,2111,MAPLE AVE, ,BURLINGTON,ALAMANCE,27215,DANNY  MCPHERSON,336-227-4063,SQG,N, , , , ,36.069673,-79.428191,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8618470.3042,4131912.2632,1805,NCR000141101,NCDSCA DC0670006 (A1 CLEANERS),327,"HENDERSON DR, STE 100", ,JACKSONVILLE,ONSLOW,285405646,SCOTT  STUPAK,919-707-8359,SQG,N, , , , ,34.764417,-77.421036,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-9003141.5951,4202287.4796,1806,NCD003156940,PNEUMAFIL CORPORATION,4500,CHESAPEAKE DRIVE, ,CHARLOTTE,MECKLENBURG,28216,CHARLES L CROMARTIE,7043987543,LQG,N, , , , ,35.282127,-80.876597,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8717186.5908,4239258.1994,1807,NCD000825505,MARATHON PETROLEUM CO.  SELMA LP TERMINAL,2555,WEST OAK STREET, ,SELMA,JOHNSTON,27576,WILLIAM G MOORE,4194213774,LQG,N, , , , ,35.55278292,-78.30781949,40,USCGeocoder,AddressRangeInterpolation - Exact
-8618736.9144,4129909.1068,1808,NCR000146126,NCDSCA 067-0007 (QUALITY CLEANERS),701,"NEW BRIDGE ST, STE 100", ,JACKSONVILLE,ONSLOW,28540,PETER L DOORN,919-508-8578,SQG,N, , , , ,34.749633,-77.423431,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8802016.5523,4162607.4637,1809,NCR000006882,POLUMER TECHNOLOGIES INC,140,SCHOOL RD, ,RAEFORD,HOKE,28376,VAKAR  MANIAR,9108482000,SQG,N, , , , ,34.990627,-79.06986,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8618471.974,4129862.6363,1810,NC8170022570,MARINE CORPS AIR STATION NEW RIVER, ,PSC BOX 21001, ,MCCUTCHEON FIELD,ONSLOW,285451001,LARRY L LANIER,9104495997,LQG,N, , , , ,34.74929,-77.421051,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-8756806.2562,4255396.2077,1811,NCR000162818,NCDSCA 067-0009 (SOUTHERN CLEANERS &  LAU,1646,MAIL SERVICE CENTER, ,RALEIGH,WAKE,276991646,SCOTT  STUPAK,919-707-8359,SQG,N, , , , ,35.670641,-78.663729,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8774686.0589,4261643.1997,1812,NCR000143644,POLYZEN INC,1041,CLASSIC ROAD, ,APEX,WAKE,27539,EDWARD L MCGEE,9195890332,SQG,N, , , , ,35.716217,-78.824346,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8609915.8466,4126646.48,1813,NC6170022580,MARINE CORPS BASE CAMP LEJEUNE,1,POST LN, ,CAMP LEJEUNE,ONSLOW,285420004,ANTHONY L RECOB,9104515306,LQG,N, , , ,Y,34.725548,-77.34419,31,GOOGLE EARTH, 
-8796907.7669,4291799.5297,1814,NC0991302830,NCDSCA 068-0001( KSP CLEANERS ),1490,"FORDHAM BLVD, STE 100", ,CHAPEL HILL,ORANGE,27514,AL  CHAPMAN,919-707-8368,SQG,N, , , , ,35.935861,-79.023967,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-8852081.7141,4124528.2121,1815,NCR000013169,POOLE`S AUTO BODY,9600,MCCOLL RD, ,LAURINBURG,SCOTLAND,28352,SAM  POOLE,9106101082,SQG,N, , , , ,34.709907,-79.519603,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8905425.5687,4292702.305,1816,NCD003233111,MARSH FURNITURE COMPANY,1001,SOUTH CENTENNIAL STREET, ,HIGH POINT,GUILFORD,27261,BRUCE K BRASWELL,3368194035,LQG,N, , , , ,35.942427,-79.998799,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8797364.5107,4290514.2423,1817,NCR000145706,NCDSCA 068-0002( AMERICAN DRY CLEANERS ),201,201 S ESTES DR,SUITE 100,CHAPEL HILL,ORANGE,275147001,MIKE  CUNNINGHAM,9197078361,SQG,N, , , , ,35.926512,-79.02807,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8935013.2875,4272545.0629,1818,NCD986181451,PORCELANITE TILE,20,VICTOR STREET, ,LEXINGTON,DAVIDSON,27292,TONY G SHAW,3364422085,N,N, , ,Y, ,35.795691,-80.26459,31,GOOGLE EARTH, 
-8950026.3907,4330344.3018,1819,NCD049641962,MARSHALLTON RESEARCH LABORATORIES INC,6360,RICHMOND DR, ,TOBACCOVILLE,FORSYTH,27050,ARTHUR M FOSTER,336-983-2131,SQG,N, , , , ,36.215716,-80.399455,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8800266.7212,4290281.2324,1820,NC0991302928,NCDSCA 068-0005 (MIDTOWN SHOPS),750,"MARTIN L KING JR BLVD, STE 100", ,CHAPEL HILL,ORANGE,27514,DIANNE B THOMAS,919-508-8483,SQG,N, , , , ,35.924817,-79.054141,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-9043271.0471,4201013.4684,1821,NCD000615872,POWDER COATING SERVICES INC (PLANT #1),1260,SHANNON BRADLEY RD, ,GASTONIA,GASTON,28052,ROBERT S BURFORD,704-349-4100,SQG,N, , , , ,35.272784,-81.237086,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8579553.8374,4278690.9272,1822,NCR000151423,MARTIN GENERAL HOSPITAL,310,S MCCASKEY RD, ,WILLIAMSTON,MARTIN,27892,ATTILA J VAMOS,252-809-6156,SQG,N, , , , ,35.8404590223,-77.0714434312,40,USCGeocoder,StreetSegment - Exact
-8800866.288,4288473.8222,1823,NC0991302994,NCDSCA 068-0006( ONE HOUR KORETIZING CLEANERS ), ,301 W FRANKLIN ST,SUITE 100,CHAPEL HILL,ORANGE,27516,AL  CHAPMAN,9197078368,SQG,N, , , , ,35.911668,-79.059527,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8957240.6729,4253119.9912,1824,NCD003213881,POWER CURBERS INC,727,BENDIX DR, ,SALISBURY,ROWAN,28146,DAVID W HANCOCK,704-647-6166,SQG,N, , , , ,35.654028,-80.464262,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8963062.6823,4249486.3974,1825,NCD986187300,MARTIN MARIETTA SALISBURY SHOP,3825,TREXLER STREET, ,SALISBURY,ROWAN,28147,DAMMON  ALLEN,919-357-2428,SQG,N, , , , ,35.627501,-80.516562,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8803330.1223,4288465.3007,1826,NCR000143982,NCDSCA DC680007 (HANGERS CLEANERS),127,FIDELITY ST STE 100, ,CARRBORO,ORANGE,275102002,AL  CHAPMAN,919-707-8368,LQG,N, , , , ,35.911606,-79.08166,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8930656.4653,4308041.8427,1827,NCR000136556,POWERLAB INC,3352,OLD LEXINGTON RD, ,WINSTON-SALEM,FORSYTH,27107,CHRIS W BRADY,9725631477 28,SQG,N, , , , ,36.05391,-80.225452,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8615198.9583,4252557.7579,1828,NCR000146498,MASONRY DAMPROOFING INC,1999,SUNNYBROOK RD, ,GREENVILLE,PITT,27834,CHARLES M MCCOY,252-714-0769,SQG,N, , , , ,35.649924,-77.391649,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8801927.608,4288352.8715,1829,NCR000150755,NCDSCA DC680008 (WEBSTER'S CLEANERS),302,"E MAIN ST, STE 100", ,CARRBORO,ORANGE,27510,DELONADA  ALEXANDER,919-707-8365,SQG,N, , , , ,35.910788,-79.069061,40,"USCGeocoder; SOURCE_CENSUS_TIGERLINES_2008",Exact AddressRangeInterpolation 2590.55917047546 Meters
-8789283.0497,4176114.3032,1830,NCD024817025,POWERS-SWAIN CHEVROLET INC,4709,BRAGG BLVD, ,FAYETTEVILLE,CUMBERLAND,28303,KYLE  POWERS,9108649500,SQG,N, , , , ,35.089969,-78.955473,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8890152.312,4310344.0328,1831,NCD981477797,MASTER KLEEN,4534,W MARKET ST, ,GREENSBORO,GUILFORD,27407,MICHAEL  BROWN,3362928299,SQG,N, , , , ,36.070628,-79.861597,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8802714.3029,4288413.0718,1832,NCR000148718,NCDSCA DC680009 (MEM ONE HR MARTINIZING),408,W WEAVER ST STE 100, ,CARRBORO,ORANGE,275102024,BILLY  MEYER,919-707-8366,LQG,N, , , , ,35.911226,-79.076128,40,BATCHGEO.COM - YAHOO API,APPROXIMATE
-8636893.9026,4195377.5648,1833,NCR000012120,"MASTERBRAND CABINETS, INC. KINSTON PLT #9",651,COLLIER-LOFTIN ROAD, ,KINSTON,LENOIR,28504,BRITTON C SMITH,2525592549,LQG,N, , , , ,35.23144,-77.586538,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8900041.4903,4316438.1513,1834,NCD982097511,PPG INDUSTRIES,7601,BUSINESS PARK DR, ,GREENSBORO,GUILFORD,27409,RANDY  FRIEBELE,3366683780,SQG,N, , , , ,36.114865,-79.950433,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9086382.1915,4208959.9285,1835,NCD980559983,"PPG INDUSTRIES FIBER GLASS PRODUCTS, INC.",940,WASHBURN SWITCH ROAD, ,SHELBY,CLEVELAND,28150,RICHARD M YOUNG,704-434-2261 359,SQG,N, , , , ,35.331042,-81.62436,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8801028.6652,4288415.9623,1836,NCR000155176,NCDSCA DC680010 (CHAPEL HILL CLEANERS),422,"W FRANKLIN ST, STE 100", ,CHAPEL HILL,ORANGE,27516,AL  CHAPMAN,919-707-8368,SQG,N, , , , ,35.91124703,-79.06098566,40,USCGeocoder,AddressRangeInterpolation - Exact
-9090450.3623,4262816.6224,1837,NCD981757065,MASTERCRAFT FABRICS LLC DOBLIN,2128,S STERLING ST, ,MORGANTON,BURKE,28655,STUART  BLOOM,7044382944,SQG,N, , , , ,35.724775,-81.660905,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8885140.1519,4257358.0827,1838,NCR000139063,MATLAB INC,1623,N FAYETTEVILLE ST, ,ASHEBORO,RANDOLPH,27205,DARRELL  REYNOLDS,3366294161,SQG,N, , , , ,35.684957,-79.816572,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8936859.5213,4267177.1333,1839,NCD043712298,"PPG INDUSTRIES FIBER GLASS PRODUCTS,INC",473,NEW JERSEY CHURCH RD, ,LEXINGTON,DAVIDSON,27292,DAVID W WEBER,3363573184,SQG,N, , , , ,35.756569,-80.281175,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8802294.9745,4288280.4407,1840,NCR000154724,NCDSCA 068-0012 VILLAGE LAUNDRY & CLNRS,106,S GREENSBORO ST STE 100, ,CARRBORO,ORANGE,27510,MIKE  CUNNINGHAM,919-707-8361,LQG,N, , , , ,35.91026101,-79.07236111,40,USCGeocoder,AddressRangeInterpolation - Exact
-8997458.0672,4209936.0008,1841,NCD000613273,PRAXAIR SURFACE TECHNOLOGIES INC,8501,OLD STATESVILLE RD, ,CHARLOTTE,MECKLENBURG,28269,CHRISTOPHER L RUSSELL,704-921-5400 5439,SQG,N, , , , ,35.338195,-80.825541,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8797468.3774,4291651.3737,1842,NCR000158576,NCDSCA 068-0013 VILLAGE PLAZA DRY CLNRS,115,S ELLIOT RD STE 100, ,CHAPEL HILL,ORANGE,27514,PATRICK  WATTERS,919-707-8363,LQG,N, , , , ,35.93478339,-79.02900305,40,USCGeocoder,"AddressRangeInterpolation - Relaxed;Soundex"
-8882753.9073,4258624.1146,1843,NCD096160411,MATLAB INC,1112,HWY 49 S, ,ASHEBORO,RANDOLPH,27203,DARRELL  REYNOLDS,336-62-4161,SQG,N, , , , ,35.694194,-79.795136,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8487123.8804,4341192.6656,1844,NC0991302831,NCDSCA 070-0001 (SOUTHGATE KORETIZING),1409,"W EHRINGHAUS ST, SUITE 100",SOUTHGATE MALL SHOPPING CENTER,ELIZABETH CITY,PASQUOTANK,27909,AL  CHAPMAN,919-707-8368,SQG,N, , , , ,36.294301,-76.241131,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-8865414.7834,4265325.411,1845,NCR000001719,MATLAB INC,7307,JORDAN RD, ,RAMSEUR,RANDOLPH,27316,PRESS  BOWER,336-629-4161,SQG,N, , , , ,35.743069,-79.639376,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8746191.7201,4271940.5209,1846,NCR000135418,PRECISION ALLOYS INC,1020,CORPORATION PKWY, ,RALEIGH,WAKE,27610,WILLIAM R PERRY,919-231-4470,LQG,N, , , , ,35.791286,-78.568377,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8762862.8157,4298173.4963,1847,NCD982149320,MATTHEWS BODY SHOP INC,3401,WAKE FOREST RD, ,DURHAM,DURHAM,27703,CAROLYN C  MATTHEWS,9195966410,SQG,N, , , , ,35.982208,-78.718136,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8746150.3092,4272059.0936,1848,NCD982153280,"PRECISION ALLOYS, INC.",1040-T,CORPORATION PARKWAY, ,RALEIGH,WAKE,27610,WILLIAM R PERRY,919-231-4470,LQG,N, , , , ,35.79215,-78.568005,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8617659.1191,4246490.3808,1849,NCR000142505,NCDSCA 074-0004 (BOWENS CLEANERS),2480,"STANTONSBURG ROAD, STE 100", ,GREENVILLE,PITT,278347210,SCOTT B STUPAK,919-508-8576,SQG,N, , , , ,35.605622,-77.413749,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8614202.3149,4241782.2692,1850,NCR000142539,NCDSCA DC740005 (BOWEN CLEANERS),3114,"S EVANS ST, STE 100", ,GREENVILLE,PITT,278346935,SCOTT B STUPAK,919-707-8359,SQG,N, , , , ,35.571228,-77.382696,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8768727.0041,4073739.2912,1851,NCR000158790,MAXPRO MANUFACTURING LLC,31,INDUSTRIAL BLVD S, ,WHITEVILLE,COLUMBUS,28472,RONALD M FOLEY,910-316-9099,SQG,N, , , , ,34.33400421,-78.7708149,40,USCGeocoder,"AddressRangeInterpolation - Relaxed;Soundex"
-8928319.8692,4314052.6924,1852,NCD986206092,PRECISION CONCEPTS GROUP LLC,2701,BOULDER PARK CT, ,WINSTON-SALEM,FORSYTH,27101,CHRISTOPHER  KELLY,3367618572,SQG,N, , , , ,36.097552,-80.204462,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8613199.215,4246561.4409,1853,NCR000146589,NCDSCA 074-0007( ONE HOUR MARTINIZING ),111,"E 10TH ST, STE 100", ,GREENVILLE,PITT,27858,JAY  KING,919-707-8367,SQG,N, , , , ,35.606141,-77.373685,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8559800.5911,4150263.0508,1854,NC1170027261,MCAB EAST - MCAS CHERRY POINT, ,NC HWY 101 AT U.S. 70 WEST, ,HAVELOCK,CRAVEN,28533-0006,ERIK P DELANEY,2524664591,LQG,N, ,Y,Y, ,34.899729,-76.893997,31,GOOGLE EARTH, 
-8657737.0234,4153519.6893,1855,NCR000155507,PRECISION HYDRAULIC CYLINDERS INC,196,N HWY 41, ,BEULAVILLE,DUPLIN,28518,KENNETH D GORE,910-298-0100 136,SQG,N, , , , ,34.92371902,-77.77377494,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8613040.8062,4246508.0842,1856,NCR000155382,NCDSCA 074-0008 (STADIUM CLEANERS),205,"E TENTH ST, STE 100", ,GREENVILLE,PITT,27858,JAY  KING,919-707-8367,SQG,N, , , , ,35.6057513,-77.37226199,40,USCGeocoder,AddressRangeInterpolation - Exact
-9083186.7655,4282447.1687,1857,NCD054511860,MCCREARY MODERN INC,2929,MORGANTON BLVD, ,LENOIR,CALDWELL,28645,MIKE  RIDENHOUR,8284646465 150,SQG,N, , , , ,35.867808,-81.595655,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9037941.9604,4203592.8697,1858,NCD982161531,PRECISION MACHINE PRODUCTS INC,2347,N CHESTER ST, ,GASTONIA,GASTON,28053,ROGER  PAINTER,7048658507,SQG,N, , , , ,35.291699,-81.189214,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8615446.4327,4242182.6456,1859,NCR000158097,NCDSCA 074-0009 (CLEANER LOOK GARMENT CARE),622,SE GREENVILLE BLVD SUITE 100, ,GREENVILLE,PITT,27834,PATRICK  WATTERS,919-707-8363,SQG,N, , , , ,35.57415343,-77.3938721,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8759685.2009,4064254.1098,1860,NCR000002030,PRECISION TRANSMISSION,3252,NEW BRITTON HIGHWAY EAST, ,WHITEVILLE,COLUMBUS,28472,RALPH   D FOWLER,910-654-4404,SQG,N, , , , ,34.263614,-78.689591,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8613286.9515,4246536.437,1861,NCR000159004,NCDSCA 074-0010(SCOTT'S CLEANERS),111,"W 10TH ST, STE 100", ,GREENVILLE,PITT,27834,JAY  KING,919-707-8367,SQG,N, , , , ,35.60595838,-77.37447315,40,USCGeocoder,AddressRangeInterpolation - Exact
-9114716.8981,4206354.9904,1862,NCD981862626,MCCURRY-DECK MOTORS INC,1740,HWY 74-A, ,FOREST CITY,RUTHERFORD,28043,DON  CANTRELL,8282862381,SQG,N, , , , ,35.311949,-81.878895,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8615125.8014,4246821.4388,1863,NCR000159012,NCDSCA 074-0011 (SCOTT'S CLEANERS),1699,"FARMVILLE BLVD, STE 100", ,GREENVILLE,PITT,278342955,JAY  KING,919-707-8367,SQG,N, , , , ,35.60803991,-77.39099182,40,USCGeocoder,AddressRangeInterpolation - Exact
-8923950.0225,4210348.1249,1864,NCD980729248,PREFORMED LINE PRODUCTS,1700,WOODHURST LANE, ,ALBEMARLE,STANLY,28001,CONRAD A CARTER,7049832302,SQG,N, , , , ,35.341215,-80.165207,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9010323.1495,4222815.7494,1865,NCD108706029,DUKE ENER CAROLINAS LLC MCGUIRE NUCL STA,12700,HAGERS FERRY RD, ,HUNTERSVILLE,MECKLENBURG,280789340,JOHN C WILLIAMS,980-875-5894,SQG,N, , , , ,35.432523,-80.94111,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-9154743.0456,4192416.4045,1866,NCR000140889,NCDSCA 075-0001( BROCKS CLEANERS ),46,MAPLE ST STE 100, ,TRYON,POLK,287823481,BILLY  MEYER,919-707-8366,LQG,N, , , , ,35.209709,-82.238456,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8864021.2861,4345639.9426,1867,NCR000139873,PREMIERE FINISHING AND COATING LLC,642,GROOMS ROAD, ,REIDSVILLE,ROCKINGHAM,27320,SHAWN J HART,3363491994 106,LQG,N, , , , ,36.326494,-79.626858,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8951908.692,4240822.7984,1868,NCR000146506,MCKENZIE PAINT CONTRACTING INC,8545,HWY 52 N, ,ROCKWELL,ROWAN,28138,JAMES M CHASE,704-209-3420 16,SQG,N, , , , ,35.564217,-80.416364,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8785378.1846,4170128.0,1869,NCR000147819,NCDSCA 026-0010 (HIGHLAND CLEANERS),2609,RAEFORD RD, ,FAYETTEVILLE,CUMBERLAND,28303,MIKE  CUNNINGHAM,919-707-8361,SQG,N, , , , ,35.045955,-78.920395,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8997277.9523,4192784.0026,1870,NCD074517517,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200,HAWTHORNE LANE, ,CHARLOTTE,MECKLENBURG,28204,ROGER W BLYTHE,7043847644,LQG,N, , , , ,35.212407,-80.823923,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8868309.7581,4348897.9963,1871,NC0991302829,NCDSCA 079-0001( HICKS POLY CLEAN CENTER SELF SERVICE LAUNDRY ), ,812 S SCALES ST,SUITE 100,REIDSVILLE,ROCKINGHAM,27320,AL  CHAPMAN,9197078368,SQG,N, , , , ,36.35007,-79.665382,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8938452.9485,4311395.8662,1872,NCR000149963,NOVANT HEALTH MEDICAL PARK HOSPITAL,1950,SOUTH HAWTHORNE ROAD, ,WINSTON SALEM,FORSYTH,27103,TERESA L CARTER,3367180790,LQG,N, , , , ,36.078265,-80.295489,40,USCGeocoder,StreetSegment - Relaxed
-9001385.4189,4219448.6676,1873,NCR000150730,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,10030,GILEAD ROAD, ,HUNTERSVILLE,MECKLENBURG,28078,ROGER W BLYTHE,7043847644,LQG,N, , , , ,35.407874,-80.860821,40,"USCGeocoder; SOURCE_CENSUS_TIGERLINES_2008",Exact AddressRangeInterpolation 4521.73865402199 Meters
-8867876.3913,4347657.1773,1874,NCR000141150,NCDSCA 079-0002 (PENROSE MALL),1601,"S SCALES ST, STE 100", ,REIDSVILLE,ROCKINGHAM,273205653,JAY  KING,919-508-8566,SQG,N, , , , ,36.341092,-79.661489,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8941898.4459,4306089.4858,1875,NCR000158519,MEDIPACK PHARMACY,3917,WESTPOINT BLVD STE A, ,WINSTON SALEM,FORSYTH,27103,RICHARD J WHITESELL,336-773-1013 314,SQG,N, , , , ,36.03972963,-80.32644043,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8985097.151,4180451.2013,1876,NCR000150748,NOVANT HEALTH MATTHEWS MEDICAL CENTER,1500,MATTHEWS TOWNSHIP PARKWAY, ,MATTHEWS,MECKLENBURG,28105,ROGER W BLYTHE,7043847644,LQG,N, , , , ,35.121841,-80.714501,40,"USCGeocoder; SOURCE_CENSUS_TIGERLINES_2008",Exact AddressRangeInterpolation 9042.24948231457 Meters
-8781847.31,4170941.1436,1877,NCR000151258,NCDSCA 026-0014 (SCOTTY CLEANERS),244,"ROBESON ST, STE 100", ,FAYETTEVILLE,CUMBERLAND,28301,MIKE  CUNNINGHAM,919-508-8454,SQG,N, , , , ,35.0519349913,-78.888676614,40,USCGeocoder,StreetSegment - Exact
-8956167.3304,4252567.6213,1878,NCR000144592,NCDSCA 080-0001 (SHUPING CLEANERS),21,"PARK PLAZA, STE 100", ,SPENCER,ROWAN,281592252,WILLIAM P MEYER,919-508-8415,SQG,N, , , , ,35.649996,-80.45462,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8803258.5438,4287910.5885,1879,NCD986177178,MELLOTT TRUCKING & SUPPLY,405,JONES FERRY RD, ,CARRBORO,ORANGE,27510,CALVIN A  MELLOTT,9199672241,SQG,N, , , , ,35.90757,-79.081017,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8997345.9685,4192570.4999,1880,NCD980799043,NOVANT HEALTH CHARLOTTE ORTHOPEDIC HOSPITAL,1901,RANDOLPH ROAD, ,CHARLOTTE,MECKLENBURG,28207,MIKE  RILEY,7043161550,LQG,N, , , , ,35.21084,-80.824534,40,"USCGeocoder; SOURCE_CENSUS_TIGERLINES_2008",Exact AddressRangeInterpolation 5828.28278926865 Meters
-8792330.3094,4176106.3337,1881,NCR000162842,NCDSCA 026-0015 (GLAM-O-RAMA),5701,YADKIN RD STE 100,PONDEROSA SHOPPING CENTER,FAYETTEVILLE,CUMBERLAND,283032700,AL  CHAPMAN,919-707-8368,SQG,N, , , , ,35.08991042,-78.982847,40,USCGeocoder,AddressRangeInterpolation - Exact
-8786708.7865,4170000.3226,1882,NCR000007906,PRESTIGE CLEANERS,3120,RAEFORD RD, ,FAYETTEVILLE,CUMBERLAND,28303,FRANKLIN  MUSSELWHITE,9104853003,SQG,N, , , , ,35.045016,-78.932348,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8995629.5911,4197374.2112,1883,NCR000152033,NCDSCA 060-0019(CUNNINGHAM CLEANERS),2901,"N DAVIDSON ST, STE 100", ,CHARLOTTE,MECKLENBURG,282051078,SCOTT  STUPAK,919-707-8359,SQG,N, , , , ,35.24608946,-80.80911552,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8956386.2958,4252621.7337,1884,NCR000145300,NCDSCA 080-0002 (AVALON CLEANERS),124,"AVALON DR, STE 100", ,SALISBURY,ROWAN,281467002,DIANNE B THOMAS,919-508-8483,SQG,N, , , , ,35.650391,-80.456587,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8682373.7032,4267439.6918,1885,NCD980798839,MERCK SHARP & DOHME CORP,4633,MERCK ROAD, ,WILSON,WILSON,27893,SANDY  WEST,252-246-6254,LQG,N, , , , ,35.758483,-77.99509,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8880406.8472,4267841.3609,1886,NCD980798557,PRESTIGE FABRICATORS INC,2206,DUMONT ST, ,ASHEBORO,RANDOLPH,27203,STEVE  VUNCANNON,336-626-4595,SQG,N, , , , ,35.761411,-79.774052,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8959333.8132,4257319.7078,1887,NCR000145847,NCDSCA 080-0005( M&S CLEANERS ), ,1729 W INNES ST,SUITE 100,SALISBURY,ROWAN,28144,DIANNE  THOMAS,9197078362,SQG,N, , , , ,35.684677,-80.483065,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8776929.8145,4315535.1892,1888,NCR000143826,MERCK SHARPE & DOHME CORP,5325,OLD OXFORD RD, ,DURHAM,DURHAM,27712,JAMES T KENNY,919-884-4267,SQG,N, , , , ,36.108312,-78.844502,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8782491.8928,4160688.0464,1889,NCR000004952,PRINT USA,3524,CLAUDE LEE RD, ,FAYETTEVILLE,CUMBERLAND,28306,LYLE  SENCENBAUGH,9104852254,SQG,N, , , , ,34.9765,-78.894467,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8423975.2276,4287616.6136,1890,NCR000142992,NCDSCA 028-0001 (ANGE SPEED WASH),118,"US 64, STE 100", ,MANTEO,DARE,279549588,SCOTT B STUPAK,919-508-8576,SQG,N, , , , ,35.905431,-75.673857,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
